YYYY,MM,DD,TMAX,TMIN,PRCP,SNOW,SNWD
2018,08,08,-9999.0,   18.4,    0.0,-9999.0,-9999.0
2018,08,09,-9999.0,   16.2,-9999.0,-9999.0,-9999.0
2018,08,10,-9999.0,   16.0,-9999.0,-9999.0,-9999.0
2018,08,11,-9999.0,   12.8,-9999.0,-9999.0,-9999.0
2018,08,12,-9999.0,   14.4,-9999.0,-9999.0,-9999.0
2018,08,13,-9999.0,   15.8,-9999.0,-9999.0,-9999.0
2018,08,14,-9999.0,   14.0,-9999.0,-9999.0,-9999.0
2018,08,15,-9999.0,   15.7,-9999.0,-9999.0,-9999.0
2018,08,16,-9999.0,   18.6,-9999.0,-9999.0,-9999.0
2018,08,17,-9999.0,   20.0,-9999.0,-9999.0,-9999.0
2018,08,18,-9999.0,   20.0,-9999.0,-9999.0,-9999.0
2018,08,19,-9999.0,   17.3,-9999.0,-9999.0,-9999.0
2018,08,20,-9999.0,   15.9,-9999.0,-9999.0,-9999.0
2018,08,21,-9999.0,   17.8,-9999.0,-9999.0,-9999.0
2018,08,22,-9999.0,   19.2,-9999.0,-9999.0,-9999.0
2018,08,23,-9999.0,   16.7,-9999.0,-9999.0,-9999.0
2018,08,24,-9999.0,   17.8,-9999.0,-9999.0,-9999.0
2018,08,25,-9999.0,   20.4,-9999.0,-9999.0,-9999.0
2018,08,26,-9999.0,   20.8,-9999.0,-9999.0,-9999.0
2018,08,27,-9999.0,   21.1,-9999.0,-9999.0,-9999.0
2018,08,28,-9999.0,   22.0,-9999.0,-9999.0,-9999.0
2018,08,29,-9999.0,   21.3,-9999.0,-9999.0,-9999.0
2018,08,30,-9999.0,   19.9,-9999.0,-9999.0,-9999.0
2018,08,31,-9999.0,   18.4,-9999.0,-9999.0,-9999.0
2018,09,01,-9999.0,   19.5,-9999.0,-9999.0,-9999.0
2018,09,02,-9999.0,   19.1,-9999.0,-9999.0,-9999.0
2018,09,03,-9999.0,   18.2,-9999.0,-9999.0,-9999.0
2018,09,04,-9999.0,   18.5,-9999.0,-9999.0,-9999.0
2018,09,05,-9999.0,   18.7,-9999.0,-9999.0,-9999.0
2018,09,06,-9999.0,-9999.0,    0.0,-9999.0,-9999.0
2018,09,07,-9999.0,   14.4,    0.0,-9999.0,-9999.0
2018,09,08,-9999.0,   13.2,-9999.0,-9999.0,-9999.0
2018,09,09,-9999.0,   13.7,-9999.0,-9999.0,-9999.0
2018,09,10,-9999.0,   14.0,-9999.0,-9999.0,-9999.0
2018,09,11,-9999.0,   12.1,-9999.0,-9999.0,-9999.0
2018,09,12,-9999.0,   11.2,-9999.0,-9999.0,-9999.0
2018,09,14,-9999.0,   14.4,-9999.0,-9999.0,-9999.0
2018,09,15,   22.9,   14.7,-9999.0,-9999.0,-9999.0
2018,09,16,   26.7,   10.9,    0.0,-9999.0,-9999.0
2018,09,19,   26.1,   11.1,-9999.0,-9999.0,-9999.0
2018,09,21,-9999.0,   12.5,-9999.0,-9999.0,-9999.0
2018,09,22,-9999.0,   11.6,-9999.0,-9999.0,-9999.0
2018,09,23,-9999.0,   10.6,-9999.0,-9999.0,-9999.0
2018,09,24,-9999.0,   12.1,-9999.0,-9999.0,-9999.0
2018,09,25,   26.4,   13.4,-9999.0,-9999.0,-9999.0
2018,09,28,-9999.0,    8.1,-9999.0,-9999.0,-9999.0
2018,09,29,   27.9,   12.8,-9999.0,-9999.0,-9999.0
2018,09,30,   26.6,   12.4,    4.1,-9999.0,-9999.0
2018,10,01,   24.4,   14.6,-9999.0,-9999.0,-9999.0
2018,10,02,-9999.0,   12.6,    0.3,-9999.0,-9999.0
2018,10,03,   25.6,   10.1,    0.0,-9999.0,-9999.0
2018,10,05,-9999.0,    7.1,-9999.0,-9999.0,-9999.0
2018,10,06,-9999.0,    6.9,-9999.0,-9999.0,-9999.0
2018,10,07,   21.3,    6.3,    0.0,-9999.0,-9999.0
2018,10,08,-9999.0,    6.3,-9999.0,-9999.0,-9999.0
2018,10,09,-9999.0,   11.7,-9999.0,-9999.0,-9999.0
2018,10,10,-9999.0,   10.1,-9999.0,-9999.0,-9999.0
2018,10,11,-9999.0,   10.9,-9999.0,-9999.0,-9999.0
2018,10,12,   23.7,   12.0,-9999.0,-9999.0,-9999.0
2018,10,13,-9999.0,-9999.0,    0.3,-9999.0,-9999.0
2018,10,14,-9999.0,   12.3,-9999.0,-9999.0,-9999.0
2018,10,15,-9999.0,   11.8,-9999.0,-9999.0,-9999.0
2018,10,16,   26.8,   13.1,    0.0,-9999.0,-9999.0
2018,10,17,   24.7,   14.3,    0.3,-9999.0,-9999.0
2018,10,18,-9999.0,   12.6,    0.0,-9999.0,-9999.0
2018,10,19,   24.1,   11.6,-9999.0,-9999.0,-9999.0
2018,10,20,   23.7,-9999.0,    0.0,-9999.0,-9999.0
2018,10,21,   13.1,-9999.0,    7.1,-9999.0,-9999.0
2018,10,22,   17.9,    6.8,   15.0,-9999.0,-9999.0
2018,10,23,-9999.0,   10.5,    0.0,-9999.0,-9999.0
2018,10,24,-9999.0,-9999.0,    0.3,-9999.0,-9999.0
2018,10,25,-9999.0,-9999.0,   24.4,-9999.0,   10.0
2018,10,26,-9999.0,    3.2,    1.3,-9999.0,-9999.0
2018,10,27,-9999.0,    1.1,    0.0,-9999.0,-9999.0
2018,10,28,-9999.0,    2.5,-9999.0,-9999.0,-9999.0
2018,10,29,-9999.0,    3.5,-9999.0,-9999.0,-9999.0
2018,10,30,-9999.0,    3.8,-9999.0,-9999.0,-9999.0
2018,10,31,-9999.0,    5.1,-9999.0,-9999.0,-9999.0
2018,11,01,-9999.0,    5.5,-9999.0,-9999.0,-9999.0
2018,11,02,-9999.0,    5.2,-9999.0,-9999.0,-9999.0
2018,11,03,-9999.0,    5.9,-9999.0,-9999.0,-9999.0
2018,11,04,-9999.0,    7.8,-9999.0,-9999.0,-9999.0
2018,11,06,-9999.0,    4.4,-9999.0,-9999.0,-9999.0
2018,11,07,-9999.0,    4.0,-9999.0,-9999.0,-9999.0
2018,11,08,-9999.0,    2.5,-9999.0,-9999.0,-9999.0
2018,11,09,-9999.0,    6.2,-9999.0,-9999.0,-9999.0
2018,11,11,-9999.0,    2.9,-9999.0,-9999.0,-9999.0
2018,11,12,-9999.0,    2.6,-9999.0,-9999.0,-9999.0
2018,11,15,-9999.0,   -2.3,-9999.0,-9999.0,-9999.0
2018,11,16,-9999.0,    1.8,-9999.0,-9999.0,-9999.0
2018,11,17,-9999.0,   -0.4,-9999.0,-9999.0,-9999.0
2018,11,19,-9999.0,    5.1,    0.5,-9999.0,-9999.0
2018,11,20,-9999.0,    7.6,    0.0,-9999.0,-9999.0
2018,11,21,-9999.0,    8.1,    0.0,-9999.0,-9999.0
2018,11,22,-9999.0,    6.8,    1.3,-9999.0,-9999.0
2018,11,23,-9999.0,-9999.0,    1.8,-9999.0,-9999.0
2018,11,24,-9999.0,-9999.0,    0.0,-9999.0,-9999.0
2018,11,25,-9999.0,   -2.3,-9999.0,-9999.0,-9999.0
2018,11,26,-9999.0,   -1.2,-9999.0,-9999.0,-9999.0
2018,11,27,-9999.0,    9.0,    1.8,-9999.0,-9999.0
2018,11,28,-9999.0,-9999.0,    0.8,-9999.0,-9999.0
2018,11,29,-9999.0,-9999.0,   11.4,-9999.0,   10.0
2018,11,30,-9999.0,-9999.0,    7.4,-9999.0,-9999.0
2018,12,01,-9999.0,    4.4,    2.8,-9999.0,-9999.0
2018,12,02,-9999.0,-9999.0,    0.0,-9999.0,-9999.0
2018,12,04,-9999.0,    3.5,-9999.0,-9999.0,-9999.0
2018,12,05,-9999.0,    5.9,    1.5,-9999.0,-9999.0
2018,12,06,-9999.0,-9999.0,    1.0,-9999.0,-9999.0
2018,12,07,-9999.0,-9999.0,    3.8,-9999.0,-9999.0
2018,12,08,-9999.0,   -3.0,    0.0,-9999.0,-9999.0
2018,12,09,-9999.0,   -1.5,-9999.0,-9999.0,-9999.0
2018,12,10,-9999.0,    2.0,    9.1,-9999.0,   10.0
2018,12,11,-9999.0,-9999.0,    2.8,-9999.0,-9999.0
2018,12,12,-9999.0,-9999.0,    0.3,-9999.0,-9999.0
2018,12,13,-9999.0,   -4.1,    5.3,-9999.0,-9999.0
2018,12,14,-9999.0,   -1.1,    4.3,-9999.0,-9999.0
2018,12,15,-9999.0,    1.3,    3.8,-9999.0,-9999.0
2018,12,16,-9999.0,-9999.0,    0.5,-9999.0,-9999.0
2018,12,17,-9999.0,    2.8,    0.0,-9999.0,-9999.0
2018,12,18,-9999.0,    4.1,    3.8,-9999.0,-9999.0
2018,12,19,-9999.0,-9999.0,    7.1,-9999.0,   10.0
2018,12,20,-9999.0,    4.1,    3.0,-9999.0,-9999.0
2018,12,21,-9999.0,-9999.0,    0.0,-9999.0,-9999.0
2018,12,23,-9999.0,    0.0,-9999.0,-9999.0,-9999.0
2018,12,24,-9999.0,    1.6,    0.3,-9999.0,-9999.0
2018,12,25,-9999.0,-9999.0,    0.0,-9999.0,-9999.0
2018,12,26,-9999.0,-9999.0,   21.6,-9999.0,   10.0
2018,12,27,-9999.0,  -10.2,    0.0,-9999.0,   79.0
2018,12,28,-9999.0,-9999.0,-9999.0,-9999.0,   79.0
2018,12,29,-9999.0,   -9.2,-9999.0,-9999.0,   51.0
2018,12,30,-9999.0,   -4.4,   50.0,-9999.0,-9999.0
2018,12,31,-9999.0,-9999.0,   39.9,-9999.0,-9999.0
2019,01,01,-9999.0,   -2.7,-9999.0,-9999.0,   30.0
2019,01,02,-9999.0,   -1.6,    1.0,-9999.0,-9999.0
2019,01,03,-9999.0,    2.7,    0.8,-9999.0,-9999.0
2019,01,04,-9999.0,-9999.0,    2.8,-9999.0,-9999.0
2019,01,05,-9999.0,-9999.0,    0.3,-9999.0,-9999.0
2019,01,06,-9999.0,   -3.9,    4.6,-9999.0,   20.0
2019,01,07,-9999.0,   -4.7,    4.6,-9999.0,-9999.0
2019,01,08,-9999.0,   -4.4,    1.5,-9999.0,-9999.0
2019,01,09,-9999.0,-9999.0,    0.0,-9999.0,   89.0
2019,01,10,-9999.0,  -10.4,-9999.0,-9999.0,   71.0
2019,01,11,-9999.0,   -3.3,-9999.0,-9999.0,   51.0
2019,01,12,-9999.0,    1.5,    2.0,-9999.0,-9999.0
2019,01,13,-9999.0,    0.4,    6.1,-9999.0,   10.0
2019,01,14,-9999.0,    2.2,    1.0,-9999.0,-9999.0
2019,01,15,-9999.0,-9999.0,    1.5,-9999.0,-9999.0
2019,01,16,-9999.0,-9999.0,    9.4,-9999.0,-9999.0
2019,01,17,-9999.0,   -3.8,    0.0,-9999.0,-9999.0
2019,01,18,-9999.0,   -2.5,    0.3,-9999.0,-9999.0
2019,01,19,-9999.0,   -1.7,    0.0,-9999.0,-9999.0
2019,01,20,-9999.0,   -1.5,-9999.0,-9999.0,-9999.0
2019,01,21,-9999.0,   -0.2,-9999.0,-9999.0,-9999.0
2019,01,22,-9999.0,    0.6,-9999.0,-9999.0,-9999.0
2019,01,23,-9999.0,    0.8,-9999.0,-9999.0,-9999.0
2019,01,24,-9999.0,    3.5,-9999.0,-9999.0,-9999.0
2019,01,25,-9999.0,    4.6,    0.8,-9999.0,-9999.0
2019,01,26,-9999.0,-9999.0,    0.5,-9999.0,-9999.0
2019,01,27,-9999.0,-9999.0,    2.3,-9999.0,-9999.0
2019,01,28,-9999.0,   -0.1,    0.8,-9999.0,-9999.0
2019,01,29,-9999.0,    1.1,    0.0,-9999.0,-9999.0
2019,01,30,-9999.0,    3.6,-9999.0,-9999.0,-9999.0
2019,01,31,-9999.0,    3.9,-9999.0,-9999.0,-9999.0
2019,02,01,-9999.0,-9999.0,    2.8,-9999.0,-9999.0
2019,02,02,-9999.0,   -1.0,    0.0,-9999.0,-9999.0
2019,02,03,-9999.0,   -1.1,-9999.0,-9999.0,-9999.0
2019,02,05,-9999.0,    1.6,-9999.0,-9999.0,-9999.0
2019,02,06,-9999.0,    3.5,    4.3,-9999.0,-9999.0
2019,02,07,-9999.0,    4.4,    9.7,-9999.0,   10.0
2019,02,08,-9999.0,-9999.0,    9.1,-9999.0,   10.0
2019,02,09,-9999.0,    3.1,   12.7,-9999.0,-9999.0
2019,02,10,-9999.0,    3.1,    3.0,-9999.0,-9999.0
2019,02,11,-9999.0,    1.2,    0.0,-9999.0,-9999.0
2019,02,12,-9999.0,    0.1,-9999.0,-9999.0,-9999.0
2019,02,13,-9999.0,    2.9,-9999.0,-9999.0,-9999.0
2019,02,15,-9999.0,    0.9,    0.0,-9999.0,-9999.0
2019,02,17,-9999.0,   -1.4,-9999.0,-9999.0,-9999.0
2019,02,18,-9999.0,   -1.3,-9999.0,-9999.0,-9999.0
2019,02,19,-9999.0,    0.1,-9999.0,-9999.0,-9999.0
2019,02,20,-9999.0,   -1.5,-9999.0,-9999.0,-9999.0
2019,02,21,-9999.0,   -1.2,-9999.0,-9999.0,-9999.0
2019,02,22,-9999.0,   -0.8,-9999.0,-9999.0,-9999.0
2019,02,23,-9999.0,    3.6,-9999.0,-9999.0,-9999.0
2019,02,24,-9999.0,    2.3,-9999.0,-9999.0,-9999.0
2019,02,26,-9999.0,   -0.3,-9999.0,-9999.0,-9999.0
2019,02,28,-9999.0,   -2.4,-9999.0,-9999.0,-9999.0
2019,03,01,-9999.0,   -3.3,    0.0,-9999.0,-9999.0
2019,03,02,-9999.0,   -0.9,-9999.0,-9999.0,-9999.0
2019,03,03,-9999.0,    0.4,-9999.0,-9999.0,-9999.0
2019,03,04,-9999.0,   -0.1,-9999.0,-9999.0,-9999.0
2019,03,05,-9999.0,   -0.1,-9999.0,-9999.0,-9999.0
2019,03,06,-9999.0,    3.4,-9999.0,-9999.0,-9999.0
2019,03,07,-9999.0,-9999.0,    2.8,-9999.0,-9999.0
2019,03,08,-9999.0,   -1.5,    0.0,-9999.0,-9999.0
2019,03,09,-9999.0,   -0.3,-9999.0,-9999.0,-9999.0
2019,03,10,-9999.0,    3.6,-9999.0,-9999.0,-9999.0
2019,03,11,-9999.0,    4.4,-9999.0,-9999.0,-9999.0
2019,03,13,   11.0,-9999.0,    7.6,-9999.0,   10.0
2019,03,14,-9999.0,    2.8,    0.0,-9999.0,-9999.0
2019,03,15,-9999.0,-9999.0,    8.4,-9999.0,   10.0
2019,03,16,-9999.0,    2.7,   19.3,-9999.0,-9999.0
2019,03,17,-9999.0,-9999.0,    1.3,-9999.0,-9999.0
2019,03,18,-9999.0,-9999.0,    0.0,-9999.0,-9999.0
2019,03,19,-9999.0,    2.8,-9999.0,-9999.0,-9999.0
2019,03,20,-9999.0,    3.7,-9999.0,-9999.0,-9999.0
2019,03,21,   16.0,    3.1,-9999.0,-9999.0,-9999.0
2019,03,24,-9999.0,   -2.5,-9999.0,-9999.0,-9999.0
2019,03,25,-9999.0,   -1.2,-9999.0,-9999.0,-9999.0
2019,03,26,-9999.0,    0.2,-9999.0,-9999.0,-9999.0
2019,03,27,-9999.0,    2.0,-9999.0,-9999.0,-9999.0
2019,03,30,-9999.0,   -2.0,-9999.0,-9999.0,-9999.0
2019,03,31,-9999.0,    0.0,-9999.0,-9999.0,-9999.0
2019,04,01,-9999.0,    4.5,-9999.0,-9999.0,-9999.0
2019,04,02,-9999.0,    3.0,-9999.0,-9999.0,-9999.0
2019,04,04,-9999.0,    4.1,-9999.0,-9999.0,-9999.0
2019,04,05,-9999.0,    3.5,-9999.0,-9999.0,-9999.0
2019,04,06,-9999.0,    4.2,-9999.0,-9999.0,-9999.0
2019,04,07,-9999.0,    8.8,-9999.0,-9999.0,-9999.0
2019,04,08,-9999.0,    7.5,-9999.0,-9999.0,-9999.0
2019,04,10,-9999.0,    6.2,-9999.0,-9999.0,   10.0
2019,04,11,-9999.0,    6.7,    6.4,-9999.0,   10.0
2019,04,12,-9999.0,    5.4,    5.8,-9999.0,-9999.0
2019,04,13,-9999.0,    7.5,    1.5,-9999.0,-9999.0
2019,04,14,-9999.0,-9999.0,   11.4,-9999.0,-9999.0
2019,04,15,-9999.0,    6.0,    6.1,-9999.0,-9999.0
2019,04,16,-9999.0,-9999.0,    0.5,-9999.0,-9999.0
2019,04,17,-9999.0,-9999.0,    3.8,-9999.0,-9999.0
2019,04,18,-9999.0,    0.6,    0.0,-9999.0,-9999.0
2019,04,19,-9999.0,-9999.0,    1.5,-9999.0,-9999.0
2019,04,20,-9999.0,    0.4,    0.0,-9999.0,-9999.0
2019,04,21,-9999.0,-9999.0,    0.0,-9999.0,-9999.0
2019,04,22,-9999.0,   -0.9,    0.3,-9999.0,-9999.0
2019,04,23,-9999.0,    0.5,    0.0,-9999.0,-9999.0
2019,04,24,-9999.0,    5.1,-9999.0,-9999.0,-9999.0
2019,04,25,-9999.0,    7.4,-9999.0,-9999.0,-9999.0
2019,04,26,-9999.0,    8.7,-9999.0,-9999.0,-9999.0
2019,04,27,-9999.0,    7.9,-9999.0,-9999.0,-9999.0
2019,04,28,-9999.0,    7.5,-9999.0,-9999.0,-9999.0
2019,04,29,-9999.0,    7.7,-9999.0,-9999.0,-9999.0
2019,04,30,-9999.0,   11.2,-9999.0,-9999.0,-9999.0
2019,05,01,-9999.0,   11.1,-9999.0,-9999.0,-9999.0
2019,05,03,-9999.0,    7.3,-9999.0,-9999.0,-9999.0
2019,05,04,-9999.0,    6.1,-9999.0,-9999.0,-9999.0
2019,05,05,-9999.0,   13.0,    0.3,-9999.0,-9999.0
2019,05,06,-9999.0,-9999.0,    1.5,-9999.0,-9999.0
2019,05,07,-9999.0,-9999.0,    0.0,-9999.0,-9999.0
2019,05,09,-9999.0,    6.7,    1.8,-9999.0,-9999.0
2019,05,10,-9999.0,    6.9,    0.0,-9999.0,-9999.0
2019,05,11,-9999.0,    9.0,    1.0,-9999.0,-9999.0
2019,05,12,-9999.0,    8.4,    0.5,-9999.0,-9999.0
2019,05,13,-9999.0,    9.0,    0.0,-9999.0,-9999.0
2019,05,14,-9999.0,   10.5,-9999.0,-9999.0,-9999.0
2019,05,15,-9999.0,   14.0,-9999.0,-9999.0,-9999.0
2019,05,17,-9999.0,   14.4,-9999.0,-9999.0,-9999.0
2019,05,18,-9999.0,-9999.0,    0.0,-9999.0,-9999.0
2019,05,19,-9999.0,   12.2,    6.1,-9999.0,-9999.0
2019,05,20,-9999.0,   11.0,    0.0,-9999.0,-9999.0
2019,05,21,-9999.0,   15.5,-9999.0,-9999.0,-9999.0
2019,05,22,-9999.0,   16.6,    0.0,-9999.0,-9999.0
2019,05,23,-9999.0,-9999.0,    0.5,-9999.0,-9999.0
2019,05,24,-9999.0,   12.9,    5.3,-9999.0,-9999.0
2019,05,25,-9999.0,   12.9,    9.9,-9999.0,-9999.0
2019,05,26,-9999.0,   12.4,    0.0,-9999.0,-9999.0
2019,05,27,-9999.0,   13.2,    0.0,-9999.0,-9999.0
2019,05,28,-9999.0,   15.1,-9999.0,-9999.0,-9999.0
2019,05,29,-9999.0,   18.3,-9999.0,-9999.0,-9999.0
2019,05,30,-9999.0,   17.3,-9999.0,-9999.0,-9999.0
2019,05,31,-9999.0,   16.9,-9999.0,-9999.0,-9999.0
2019,06,01,-9999.0,   17.2,-9999.0,-9999.0,-9999.0
2019,06,02,-9999.0,   16.7,-9999.0,-9999.0,-9999.0
2019,06,03,-9999.0,   17.8,    0.0,-9999.0,-9999.0
2019,06,04,-9999.0,   16.5,-9999.0,-9999.0,-9999.0
2019,06,05,-9999.0,   16.3,-9999.0,-9999.0,-9999.0
2019,06,06,-9999.0,   15.9,-9999.0,-9999.0,-9999.0
2019,06,07,-9999.0,   15.1,    0.0,-9999.0,-9999.0
2019,06,08,-9999.0,   16.7,    0.8,-9999.0,-9999.0
2019,06,09,-9999.0,-9999.0,    0.0,-9999.0,-9999.0
2019,06,10,-9999.0,   15.2,   10.2,-9999.0,-9999.0
2019,06,11,-9999.0,   15.9,    3.8,-9999.0,-9999.0
2019,06,12,-9999.0,   16.7,    0.3,-9999.0,-9999.0
2019,06,13,-9999.0,   15.3,    0.0,-9999.0,-9999.0
2019,06,14,-9999.0,   14.7,    0.0,-9999.0,-9999.0
2019,06,15,-9999.0,-9999.0,    0.5,-9999.0,-9999.0
2019,06,16,-9999.0,-9999.0,   11.7,-9999.0,-9999.0
2019,06,17,-9999.0,   15.9,   10.2,-9999.0,-9999.0
2019,06,18,-9999.0,-9999.0,    0.0,-9999.0,-9999.0
2019,06,19,-9999.0,   16.8,    0.0,-9999.0,-9999.0
2019,06,20,-9999.0,   17.3,    1.5,-9999.0,-9999.0
2019,06,21,-9999.0,   16.8,    1.0,-9999.0,-9999.0
2019,06,22,-9999.0,-9999.0,    0.0,-9999.0,-9999.0
2019,06,23,-9999.0,   15.8,    0.0,-9999.0,-9999.0
2019,06,24,-9999.0,   15.7,-9999.0,-9999.0,-9999.0
2019,06,25,-9999.0,   18.7,-9999.0,-9999.0,-9999.0
2019,06,26,-9999.0,   20.4,-9999.0,-9999.0,-9999.0
2019,06,27,-9999.0,   20.1,-9999.0,-9999.0,-9999.0
2019,06,30,-9999.0,   11.7,-9999.0,-9999.0,-9999.0
2019,07,01,-9999.0,   11.4,-9999.0,-9999.0,-9999.0
2019,07,02,-9999.0,   13.3,-9999.0,-9999.0,-9999.0
2019,07,03,-9999.0,   15.3,-9999.0,-9999.0,-9999.0
2019,07,04,-9999.0,   17.6,-9999.0,-9999.0,-9999.0
2019,07,05,-9999.0,   17.1,-9999.0,-9999.0,-9999.0
2019,07,06,-9999.0,   17.3,-9999.0,-9999.0,-9999.0
2019,07,07,-9999.0,   17.0,-9999.0,-9999.0,-9999.0
2019,07,08,-9999.0,   17.1,-9999.0,-9999.0,-9999.0
2019,07,09,-9999.0,   19.5,-9999.0,-9999.0,-9999.0
2019,07,10,-9999.0,   17.9,-9999.0,-9999.0,-9999.0
2019,07,13,-9999.0,   10.7,-9999.0,-9999.0,-9999.0
2019,07,14,-9999.0,   13.6,-9999.0,-9999.0,-9999.0
2019,07,15,-9999.0,   14.6,    3.6,-9999.0,-9999.0
2019,07,16,-9999.0,   12.4,    0.0,-9999.0,-9999.0
2019,07,17,-9999.0,-9999.0,    0.0,-9999.0,-9999.0
2019,07,18,-9999.0,   15.6,   13.2,-9999.0,-9999.0
2019,07,19,-9999.0,   14.4,    2.3,-9999.0,-9999.0
2019,07,20,-9999.0,-9999.0,    0.0,-9999.0,-9999.0
2019,07,21,-9999.0,   16.2,-9999.0,-9999.0,-9999.0
2019,07,22,-9999.0,   16.7,-9999.0,-9999.0,-9999.0
2019,07,23,-9999.0,   14.9,-9999.0,-9999.0,-9999.0
2019,07,24,-9999.0,   16.1,-9999.0,-9999.0,-9999.0
2019,07,26,-9999.0,   15.2,-9999.0,-9999.0,-9999.0
2019,07,27,-9999.0,   16.7,-9999.0,-9999.0,-9999.0
2019,07,28,-9999.0,   18.5,-9999.0,-9999.0,-9999.0
2019,07,29,-9999.0,   18.5,-9999.0,-9999.0,-9999.0
2019,07,30,-9999.0,   21.1,-9999.0,-9999.0,-9999.0
2019,07,31,-9999.0,   18.7,-9999.0,-9999.0,-9999.0
2019,08,01,-9999.0,   20.9,-9999.0,-9999.0,-9999.0
2019,08,02,-9999.0,   19.8,-9999.0,-9999.0,-9999.0
2019,08,03,-9999.0,   19.2,-9999.0,-9999.0,-9999.0
2019,08,05,-9999.0,   15.9,-9999.0,-9999.0,-9999.0
2019,08,06,-9999.0,   14.9,-9999.0,-9999.0,-9999.0
2019,08,07,-9999.0,   14.5,-9999.0,-9999.0,-9999.0
2019,08,08,-9999.0,   15.2,-9999.0,-9999.0,-9999.0
2019,08,09,-9999.0,   16.9,-9999.0,-9999.0,-9999.0
2019,08,10,-9999.0,   17.6,-9999.0,-9999.0,-9999.0
2019,08,11,-9999.0,   17.3,-9999.0,-9999.0,-9999.0
2019,08,12,-9999.0,   16.6,-9999.0,-9999.0,-9999.0
2019,08,13,-9999.0,   17.6,-9999.0,-9999.0,-9999.0
2019,08,14,-9999.0,   21.0,-9999.0,-9999.0,-9999.0
2019,08,18,-9999.0,-9999.0,    7.6,-9999.0,-9999.0
2019,08,19,-9999.0,   12.9,    0.0,-9999.0,-9999.0
2019,08,20,-9999.0,   16.9,-9999.0,-9999.0,-9999.0
2019,08,21,-9999.0,-9999.0,    1.5,-9999.0,-9999.0
2019,08,22,-9999.0,   17.0,   11.7,-9999.0,-9999.0
2019,08,23,-9999.0,   15.8,    0.0,-9999.0,-9999.0
2019,08,24,-9999.0,   17.2,    1.3,-9999.0,-9999.0
2019,08,25,-9999.0,   18.0,    0.0,-9999.0,-9999.0
2019,08,27,-9999.0,   15.4,    0.0,-9999.0,-9999.0
2019,08,28,-9999.0,   17.3,    0.0,-9999.0,-9999.0
2019,08,29,-9999.0,   16.8,-9999.0,-9999.0,-9999.0
2019,08,30,-9999.0,   17.9,-9999.0,-9999.0,-9999.0
2019,08,31,-9999.0,   17.2,-9999.0,-9999.0,-9999.0
2019,09,01,-9999.0,   17.1,-9999.0,-9999.0,-9999.0
2019,09,02,-9999.0,   18.4,-9999.0,-9999.0,-9999.0
2019,09,03,-9999.0,   18.5,-9999.0,-9999.0,-9999.0
2019,09,04,-9999.0,   19.7,-9999.0,-9999.0,-9999.0
2019,09,05,-9999.0,   18.0,-9999.0,-9999.0,-9999.0
2019,09,06,-9999.0,   16.7,-9999.0,-9999.0,-9999.0
2019,09,07,-9999.0,   15.1,-9999.0,-9999.0,-9999.0
2019,09,08,-9999.0,   14.6,-9999.0,-9999.0,-9999.0
2019,09,09,-9999.0,   14.6,-9999.0,-9999.0,-9999.0
2019,09,10,-9999.0,   15.5,-9999.0,-9999.0,-9999.0
2019,09,11,-9999.0,   16.0,-9999.0,-9999.0,-9999.0
2019,09,12,-9999.0,   15.7,-9999.0,-9999.0,-9999.0
2019,09,13,-9999.0,   15.1,-9999.0,-9999.0,-9999.0
2019,09,14,-9999.0,   14.3,-9999.0,-9999.0,-9999.0
2019,09,16,-9999.0,   13.1,-9999.0,-9999.0,-9999.0
2019,09,17,-9999.0,   13.6,-9999.0,-9999.0,-9999.0
2019,09,18,-9999.0,   11.1,-9999.0,-9999.0,-9999.0
2019,09,19,-9999.0,   13.5,-9999.0,-9999.0,-9999.0
2019,09,20,-9999.0,   14.7,-9999.0,-9999.0,-9999.0
2019,09,22,-9999.0,    5.2,-9999.0,-9999.0,-9999.0
2019,09,23,-9999.0,    6.5,-9999.0,-9999.0,-9999.0
2019,09,24,-9999.0,    9.8,-9999.0,-9999.0,-9999.0
2019,09,26,-9999.0,   14.6,-9999.0,-9999.0,-9999.0
2019,09,27,-9999.0,   13.5,-9999.0,-9999.0,-9999.0
2019,09,28,-9999.0,   11.0,-9999.0,-9999.0,-9999.0
2019,09,29,-9999.0,   10.9,-9999.0,-9999.0,-9999.0
2019,09,30,-9999.0,   10.5,-9999.0,-9999.0,-9999.0
2019,10,01,-9999.0,   11.2,-9999.0,-9999.0,-9999.0
2019,10,02,-9999.0,   14.7,-9999.0,-9999.0,-9999.0
2019,10,03,-9999.0,   12.5,-9999.0,-9999.0,-9999.0
2019,10,04,-9999.0,   11.1,-9999.0,-9999.0,-9999.0
2019,10,05,-9999.0,   12.7,-9999.0,-9999.0,-9999.0
2019,10,07,-9999.0,    5.3,-9999.0,-9999.0,-9999.0
2019,10,08,-9999.0,   13.0,-9999.0,-9999.0,-9999.0
2019,10,09,-9999.0,    9.5,    0.0,-9999.0,-9999.0
2019,10,10,-9999.0,   10.1,-9999.0,-9999.0,-9999.0
2019,10,12,-9999.0,   11.4,-9999.0,-9999.0,-9999.0
2019,10,13,-9999.0,   10.4,-9999.0,-9999.0,-9999.0
2019,10,14,-9999.0,    6.8,-9999.0,-9999.0,-9999.0
2019,10,15,-9999.0,   10.0,-9999.0,-9999.0,-9999.0
