YYYY,MM,DD,TMAX,TMIN,PRCP,SNOW,SNWD
2015,06,13,   25.1,-9999.0,    1.0,-9999.0,-9999.0
2015,06,14,   26.4,   13.5,    0.0,-9999.0,-9999.0
2015,06,15,   25.4,   13.2,    0.0,-9999.0,-9999.0
2015,06,16,   27.3,   13.5,    0.0,-9999.0,-9999.0
2015,06,17,   26.3,   14.5,    3.8,-9999.0,-9999.0
2015,06,18,   28.2,   14.0,    0.0,-9999.0,-9999.0
2015,06,19,   25.5,   13.0,    3.0,-9999.0,-9999.0
2015,06,20,   25.1,   13.8,    0.3,-9999.0,-9999.0
2015,06,21,   27.0,   13.1,    0.0,-9999.0,-9999.0
2015,06,22,   27.9,   14.7,    1.0,-9999.0,-9999.0
2015,06,23,   25.6,-9999.0,-9999.0,-9999.0,-9999.0
2015,06,24,   23.3,-9999.0,    2.5,-9999.0,-9999.0
2015,06,25,   24.4,   12.1,    0.3,-9999.0,-9999.0
2015,06,26,   25.0,   12.6,    0.0,-9999.0,-9999.0
2015,06,27,   24.5,   14.0,    5.1,-9999.0,-9999.0
2015,06,28,   23.6,-9999.0,    4.3,-9999.0,-9999.0
2015,06,29,   23.3,   11.5,    0.0,-9999.0,-9999.0
2015,06,30,   23.7,   14.1,    4.1,-9999.0,-9999.0
2015,07,01,   28.3,   13.2,    0.0,-9999.0,-9999.0
2015,07,02,   28.2,   15.4,    0.0,-9999.0,-9999.0
2015,07,03,   27.5,   15.4,    0.0,-9999.0,-9999.0
2015,07,04,   28.3,   15.1,    0.0,-9999.0,-9999.0
2015,07,05,   30.5,   16.0,    0.0,-9999.0,-9999.0
2015,07,06,   29.9,   17.4,    0.0,-9999.0,-9999.0
2015,07,07,   29.1,   16.7,    0.0,-9999.0,-9999.0
2015,07,08,   29.2,   15.3,    0.0,-9999.0,-9999.0
2015,07,09,   31.1,   16.8,    1.0,-9999.0,-9999.0
2015,07,10,   31.7,   20.0,    0.0,-9999.0,-9999.0
2015,07,11,   31.1,   17.4,    0.0,-9999.0,-9999.0
2015,07,12,   27.7,-9999.0,    0.0,-9999.0,-9999.0
2015,07,13,   27.2,   15.3,    0.0,-9999.0,-9999.0
2015,07,14,   29.5,   14.3,    0.0,-9999.0,-9999.0
2015,07,15,   28.8,   15.0,    0.0,-9999.0,-9999.0
2015,07,16,   29.9,   16.5,    0.0,-9999.0,-9999.0
2015,07,17,   28.6,   14.1,    0.0,-9999.0,-9999.0
2015,07,18,   29.8,   13.8,    0.0,-9999.0,-9999.0
2015,07,19,   30.4,   14.1,    0.0,-9999.0,-9999.0
2015,07,20,   32.2,   14.5,    0.0,-9999.0,-9999.0
2015,07,21,   33.8,   16.8,    0.0,-9999.0,-9999.0
2015,07,22,   31.0,   15.9,    0.0,-9999.0,-9999.0
2015,07,23,   31.7,   16.2,    0.0,-9999.0,-9999.0
2015,07,24,   36.0,   18.6,    0.0,-9999.0,-9999.0
2015,07,25,   35.8,   20.7,    0.0,-9999.0,-9999.0
2015,07,26,   34.2,-9999.0,    0.0,-9999.0,-9999.0
2015,07,27,   33.3,   19.3,    0.0,-9999.0,-9999.0
2015,07,28,   34.0,   18.4,    0.0,-9999.0,-9999.0
2015,07,29,   34.7,   21.0,    0.0,-9999.0,-9999.0
2015,07,30,   36.9,   20.8,    0.0,-9999.0,-9999.0
2015,07,31,   38.0,   22.8,    0.3,-9999.0,-9999.0
2015,08,01,   32.5,-9999.0,-9999.0,-9999.0,-9999.0
2015,08,02,   32.2,   20.3,    0.0,-9999.0,-9999.0
2015,08,03,   32.9,-9999.0,-9999.0,-9999.0,-9999.0
2015,08,04,   34.4,-9999.0,-9999.0,-9999.0,-9999.0
2015,08,05,   33.6,   20.0,    0.0,-9999.0,-9999.0
2015,08,06,   34.2,   18.9,    0.0,-9999.0,-9999.0
2015,08,07,   33.0,   18.6,    0.0,-9999.0,-9999.0
2015,08,08,   33.0,   19.0,    0.0,-9999.0,-9999.0
2015,08,09,   33.4,   19.6,    0.0,-9999.0,-9999.0
2015,08,10,   34.0,   20.3,    0.0,-9999.0,-9999.0
2015,08,11,   31.3,-9999.0,    0.8,-9999.0,-9999.0
2015,08,12,   32.2,   17.6,    1.5,-9999.0,-9999.0
2015,08,13,   33.2,   18.6,    0.0,-9999.0,-9999.0
2015,08,14,   34.2,   19.7,    0.0,-9999.0,-9999.0
2015,08,15,   33.6,   18.9,    2.3,-9999.0,-9999.0
2015,08,16,   31.6,   17.6,    0.0,-9999.0,-9999.0
2015,08,17,   32.3,   18.5,    0.0,-9999.0,-9999.0
2015,08,18,   33.4,   18.3,    0.0,-9999.0,-9999.0
2015,08,19,   34.8,   20.6,    0.0,-9999.0,-9999.0
2015,08,20,   33.8,   21.2,    0.0,-9999.0,-9999.0
2015,08,21,   32.8,-9999.0,    6.6,-9999.0,-9999.0
2015,08,22,   31.4,   19.5,   15.0,-9999.0,-9999.0
2015,08,23,   29.7,-9999.0,    0.0,-9999.0,-9999.0
2015,08,24,   28.5,   15.4,    0.0,-9999.0,-9999.0
2015,08,25,   26.5,   13.8,    0.0,-9999.0,-9999.0
2015,08,26,   26.8,   11.6,    0.0,-9999.0,-9999.0
2015,08,27,   27.1,   13.8,    0.0,-9999.0,-9999.0
2015,08,28,   27.5,   12.7,    0.0,-9999.0,-9999.0
2015,08,29,   28.1,   13.2,    0.0,-9999.0,-9999.0
2015,08,30,   29.0,   15.3,    0.0,-9999.0,-9999.0
2015,08,31,   30.0,   15.3,    0.0,-9999.0,-9999.0
2015,09,01,   30.7,   14.0,    0.0,-9999.0,-9999.0
2015,09,02,   32.7,   15.4,    0.0,-9999.0,-9999.0
2015,09,03,   34.1,   14.3,    0.0,-9999.0,-9999.0
2015,09,04,   34.7,   17.7,    0.0,-9999.0,-9999.0
2015,09,05,   32.8,   16.8,    0.0,-9999.0,-9999.0
2015,09,06,   33.1,   14.7,    0.0,-9999.0,-9999.0
2015,09,07,   33.6,   16.2,    0.0,-9999.0,-9999.0
2015,09,08,   30.9,   18.6,    0.0,-9999.0,-9999.0
2015,09,09,   29.1,   18.0,    0.0,-9999.0,-9999.0
2015,09,10,   32.5,   16.9,    0.0,-9999.0,-9999.0
2015,09,11,   34.5,   18.3,    0.0,-9999.0,-9999.0
2015,09,12,-9999.0,   20.3,-9999.0,-9999.0,-9999.0
2015,09,15,   32.2,   17.8,    0.0,-9999.0,-9999.0
2015,09,16,   31.9,   17.9,    0.0,-9999.0,-9999.0
2015,09,17,   30.9,   17.1,    0.0,-9999.0,-9999.0
2015,09,18,   31.3,   16.5,    0.0,-9999.0,-9999.0
2015,09,19,   31.8,-9999.0,-9999.0,-9999.0,-9999.0
2015,09,20,   31.0,   15.9,    0.0,-9999.0,-9999.0
2015,09,21,   28.6,   16.6,    0.3,-9999.0,-9999.0
2015,09,22,   28.0,   14.6,    0.3,-9999.0,-9999.0
2015,09,23,   25.5,-9999.0,    0.0,-9999.0,-9999.0
2015,09,24,   27.6,   14.6,    0.5,-9999.0,-9999.0
2015,09,25,   29.0,   13.9,    0.0,-9999.0,-9999.0
2015,09,26,   30.5,   15.8,    0.0,-9999.0,-9999.0
2015,09,27,   30.6,   16.0,    0.0,-9999.0,-9999.0
2015,09,28,   31.5,   16.2,    0.0,-9999.0,-9999.0
2015,09,29,   28.1,-9999.0,    0.0,-9999.0,-9999.0
2015,09,30,   18.5,-9999.0,    0.0,-9999.0,-9999.0
2015,10,01,   22.8,   13.2,    1.5,-9999.0,-9999.0
2015,10,02,   24.1,   11.1,    0.0,-9999.0,-9999.0
2015,10,03,   25.4,   12.8,    0.0,-9999.0,-9999.0
2015,10,04,   25.7,   12.5,    0.0,-9999.0,-9999.0
2015,10,05,   26.5,   12.9,    0.0,-9999.0,-9999.0
2015,10,06,   20.4,-9999.0,    3.0,-9999.0,-9999.0
2015,10,07,   18.9,   11.1,    2.0,-9999.0,-9999.0
2015,10,08,   20.6,    8.9,    0.0,-9999.0,-9999.0
2015,10,09,   20.6,    8.7,    0.0,-9999.0,-9999.0
2015,10,10,   20.5,    8.0,    0.0,-9999.0,-9999.0
2015,10,11,   25.1,   10.7,    4.1,-9999.0,-9999.0
2015,10,12,   24.0,   14.7,    3.0,-9999.0,-9999.0
2015,10,13,   22.0,-9999.0,    1.5,-9999.0,-9999.0
2015,10,14,   20.6,   10.5,    0.0,-9999.0,-9999.0
2015,10,15,   22.7,    8.9,    0.0,-9999.0,-9999.0
2015,10,16,   22.6,   10.1,    0.0,-9999.0,-9999.0
2015,10,17,   23.3,    9.9,    0.0,-9999.0,-9999.0
2015,10,18,   25.7,   10.7,    0.0,-9999.0,-9999.0
2015,10,19,   23.7,   10.3,    0.0,-9999.0,-9999.0
2015,10,20,   23.7,    8.6,    0.0,-9999.0,-9999.0
2015,10,21,   22.8,   10.4,    2.0,-9999.0,-9999.0
2015,10,22,   19.5,   12.3,   10.2,-9999.0,-9999.0
2015,10,23,   18.4,   12.0,    1.8,-9999.0,-9999.0
2015,10,24,   18.6,-9999.0,    6.6,-9999.0,-9999.0
2015,10,25,   14.4,-9999.0,    6.6,-9999.0,-9999.0
2015,10,26,   15.3,    4.9,    0.0,-9999.0,-9999.0
2015,10,27,   14.7,    3.8,    0.0,-9999.0,-9999.0
2015,10,28,   13.0,-9999.0,    0.0,-9999.0,-9999.0
2015,10,29,   12.4,    2.8,    0.0,-9999.0,-9999.0
2015,10,30,   13.6,    2.3,    0.0,-9999.0,-9999.0
2015,10,31,   12.6,-9999.0,    0.0,-9999.0,-9999.0
2015,11,01,   15.0,    2.6,    0.0,-9999.0,-9999.0
2015,11,02,   16.1,    0.3,    0.0,-9999.0,-9999.0
2015,11,03,   17.5,    0.9,    0.0,-9999.0,-9999.0
2015,11,04,   19.2,    1.7,    0.0,-9999.0,-9999.0
2015,11,05,   19.7,    2.6,    0.0,-9999.0,-9999.0
2015,11,06,   21.3,    2.5,    0.0,-9999.0,-9999.0
2015,11,07,   19.8,    2.9,    0.0,-9999.0,-9999.0
2015,11,08,   13.7,    3.0,    0.0,-9999.0,-9999.0
2015,11,09,   12.6,    2.5,    0.0,-9999.0,-9999.0
2015,11,10,   12.1,    5.5,    0.0,-9999.0,-9999.0
2015,11,11,   12.6,    6.4,    0.0,-9999.0,-9999.0
2015,11,12,   15.0,-9999.0,    0.0,-9999.0,-9999.0
2015,11,13,   16.6,    3.6,    0.0,-9999.0,-9999.0
2015,11,14,   16.6,    1.9,    0.0,-9999.0,-9999.0
2015,11,15,   14.8,    1.8,    0.0,-9999.0,-9999.0
2015,11,16,   11.6,    1.1,    0.0,-9999.0,-9999.0
2015,11,17,   13.1,-9999.0,    0.0,-9999.0,-9999.0
2015,11,18,   12.0,   -1.9,    0.0,-9999.0,-9999.0
2015,11,19,   13.2,    1.6,    0.0,-9999.0,-9999.0
2015,11,20,   15.2,   -0.1,    0.0,-9999.0,-9999.0
2015,11,21,   18.3,    0.2,    0.0,-9999.0,-9999.0
2015,11,22,   18.7,    4.7,    0.0,-9999.0,-9999.0
2015,11,23,   17.7,    3.6,    0.0,-9999.0,-9999.0
2015,11,24,   18.0,    3.1,    0.0,-9999.0,-9999.0
2015,11,25,   12.5,    4.6,    0.0,-9999.0,-9999.0
2015,11,26,   15.4,    3.2,    0.0,-9999.0,-9999.0
2015,11,27,   15.0,    8.4,    8.9,-9999.0,-9999.0
2015,11,28,   16.8,    6.7,    0.0,-9999.0,-9999.0
2015,11,29,   11.0,    6.9,   11.4,-9999.0,-9999.0
2015,11,30,    7.6,-9999.0,    1.8,-9999.0,-9999.0
2015,12,01,    6.7,    0.1,    1.5,-9999.0,-9999.0
2015,12,02,    5.2,-9999.0,    0.3,-9999.0,-9999.0
2015,12,03,    2.5,   -1.7,    3.6,-9999.0,-9999.0
2015,12,04,    3.3,-9999.0,    0.0,-9999.0,-9999.0
2015,12,05,    4.5,   -4.6,    0.0,-9999.0,-9999.0
2015,12,06,    5.1,   -6.2,    0.0,-9999.0,-9999.0
2015,12,07,   10.2,   -3.7,    0.0,-9999.0,-9999.0
2015,12,08,   13.3,   -2.5,    0.0,-9999.0,-9999.0
2015,12,09,   10.3,    0.5,    0.0,-9999.0,-9999.0
2015,12,10,   10.8,   -1.6,    0.0,-9999.0,-9999.0
2015,12,11,    6.9,   -1.4,    0.0,-9999.0,-9999.0
2015,12,12,    9.6,   -1.6,    0.0,-9999.0,-9999.0
2015,12,13,    6.7,   -2.9,    0.0,-9999.0,-9999.0
2015,12,14,    4.4,-9999.0,    0.0,-9999.0,-9999.0
2015,12,15,    3.6,   -4.4,    0.0,-9999.0,-9999.0
2015,12,16,    0.1,   -3.4,    0.0,-9999.0,-9999.0
2015,12,17,    6.4,   -2.3,    0.0,-9999.0,-9999.0
2015,12,18,    5.6,   -3.0,    0.0,-9999.0,-9999.0
2015,12,19,    4.1,   -4.8,    0.0,-9999.0,-9999.0
2015,12,20,   -1.9,   -4.4,    0.0,-9999.0,-9999.0
2015,12,21,   -0.6,   -3.2,    0.0,-9999.0,-9999.0
2015,12,22,   -1.5,-9999.0,    0.0,-9999.0,-9999.0
2015,12,23,   -0.9,   -4.3,    0.0,-9999.0,-9999.0
2015,12,24,    0.5,   -2.9,    0.0,-9999.0,-9999.0
2015,12,25,    5.7,   -3.8,    0.0,-9999.0,-9999.0
2015,12,26,    1.9,   -4.9,    0.0,-9999.0,-9999.0
2015,12,27,    7.2,   -4.6,    0.0,-9999.0,-9999.0
2015,12,28,    7.3,   -5.7,    0.0,-9999.0,-9999.0
2015,12,29,   -2.0,   -3.5,    0.0,-9999.0,-9999.0
2015,12,30,    2.1,-9999.0,    0.0,-9999.0,-9999.0
2015,12,31,   -1.1,   -9.7,    0.0,-9999.0,-9999.0
2016,01,01,   -2.2,  -11.3,    0.0,-9999.0,-9999.0
2016,01,02,   -3.2,  -10.7,    0.0,-9999.0,-9999.0
2016,01,03,   -0.4,   -7.7,    0.0,-9999.0,-9999.0
2016,01,04,-9999.0,   -2.1,    0.8,-9999.0,   10.0
2016,01,05,    5.9,    2.1,   10.4,-9999.0,-9999.0
2016,01,06,    6.0,-9999.0,   23.9,-9999.0,-9999.0
2016,01,07,   11.2,    3.8,    1.3,-9999.0,-9999.0
2016,01,08,    4.8,-9999.0,    5.3,-9999.0,-9999.0
2016,01,09,    5.7,-9999.0,    0.0,-9999.0,-9999.0
2016,01,10,    8.9,   -2.7,    0.0,-9999.0,-9999.0
2016,01,11,   10.6,    3.8,    7.4,-9999.0,-9999.0
2016,01,12,-9999.0,    2.5,    0.0,-9999.0,-9999.0
2016,01,15,    4.2,-9999.0,-9999.0,-9999.0,-9999.0
2016,01,16,   10.1,   -2.0,    0.0,-9999.0,-9999.0
2016,01,17,-9999.0,    4.2,    0.0,-9999.0,-9999.0
2016,01,18,-9999.0,-9999.0,    6.9,-9999.0,-9999.0
2016,01,19,    0.0,-9999.0,    2.5,-9999.0,-9999.0
2016,01,20,    1.0,   -8.0,    0.0,-9999.0,-9999.0
2016,01,21,-9999.0,   -3.0,    6.1,-9999.0,   99.0
2016,01,22,    2.3,-9999.0,   11.7,-9999.0,  160.0
2016,01,23,   -2.3,  -11.0,    0.0,-9999.0,  140.0
2016,01,24,   -2.6,-9999.0,    0.5,-9999.0,  119.0
2016,01,25,-9999.0,  -14.0,    0.0,-9999.0,  119.0
2016,01,26,-9999.0,  -15.6,    0.0,-9999.0,  109.0
2016,01,27,-9999.0,  -11.7,    0.0,-9999.0,   99.0
2016,01,28,-9999.0,   -7.2,    0.0,-9999.0,   99.0
2016,01,29,-9999.0,   -1.6,    0.0,-9999.0,   99.0
2016,01,30,-9999.0,   -0.6,    0.3,-9999.0,   61.0
2016,01,31,-9999.0,    1.3,    0.0,-9999.0,   30.0
2016,02,01,-9999.0,    1.8,    0.0,-9999.0,-9999.0
2016,02,02,-9999.0,-9999.0,    0.0,-9999.0,-9999.0
2016,02,03,   13.0,   -1.7,    0.0,-9999.0,-9999.0
2016,02,04,   15.1,    0.0,    0.0,-9999.0,-9999.0
2016,02,05,   14.7,    4.0,    0.0,-9999.0,-9999.0
2016,02,06,-9999.0,-9999.0,    4.3,-9999.0,-9999.0
2016,02,07,    3.4,-9999.0,    5.6,-9999.0,   20.0
2016,02,08,-9999.0,   -6.2,    0.0,-9999.0,-9999.0
2016,02,09,-9999.0,   -4.7,    0.0,-9999.0,-9999.0
2016,02,10,   10.1,   -3.4,    0.0,-9999.0,-9999.0
2016,02,11,    7.2,    2.1,    0.8,-9999.0,-9999.0
2016,02,12,   13.8,    4.8,    5.1,-9999.0,-9999.0
2016,02,13,   10.9,    7.1,    3.0,-9999.0,-9999.0
2016,02,14,   13.7,    6.9,    6.1,-9999.0,-9999.0
2016,02,15,-9999.0,    6.7,    0.3,-9999.0,-9999.0
2016,02,16,-9999.0,    4.5,    0.0,-9999.0,-9999.0
2016,02,17,-9999.0,    5.6,    0.0,-9999.0,-9999.0
2016,02,18,   21.4,    6.2,    0.0,-9999.0,-9999.0
2016,02,19,   18.7,    8.4,    0.0,-9999.0,-9999.0
2016,02,20,-9999.0,-9999.0,    0.0,-9999.0,-9999.0
2016,02,21,   10.0,-9999.0,    0.0,-9999.0,-9999.0
2016,02,22,-9999.0,   -2.8,    0.0,-9999.0,-9999.0
2016,02,23,-9999.0,   -1.3,    0.0,-9999.0,-9999.0
2016,02,24,-9999.0,    0.5,    0.0,-9999.0,-9999.0
2016,02,25,   11.7,-9999.0,    8.9,-9999.0,-9999.0
2016,02,26,-9999.0,    4.1,    1.3,-9999.0,-9999.0
2016,02,27,   16.6,-9999.0,    0.3,-9999.0,-9999.0
2016,02,28,-9999.0,    2.5,    3.8,-9999.0,-9999.0
2016,02,29,-9999.0,    4.7,    0.0,-9999.0,-9999.0
2016,03,01,   23.4,    5.7,    0.0,-9999.0,-9999.0
2016,03,02,   21.6,    4.5,    0.0,-9999.0,-9999.0
2016,03,03,-9999.0,-9999.0,    0.0,-9999.0,-9999.0
2016,03,04,   13.7,    3.9,   15.2,-9999.0,-9999.0
2016,03,05,-9999.0,-9999.0,    5.1,-9999.0,-9999.0
2016,03,06,-9999.0,    0.2,   11.2,-9999.0,-9999.0
2016,03,07,-9999.0,    0.9,    0.0,-9999.0,-9999.0
2016,03,08,-9999.0,    3.0,    0.0,-9999.0,-9999.0
2016,03,09,   20.2,    3.5,    0.0,-9999.0,-9999.0
2016,03,10,   16.0,-9999.0,    0.0,-9999.0,-9999.0
2016,03,11,   13.7,-9999.0,    0.0,-9999.0,-9999.0
2016,03,12,-9999.0,    1.6,    0.0,-9999.0,-9999.0
2016,03,13,   19.6,    3.9,    0.0,-9999.0,-9999.0
2016,03,14,   10.8,-9999.0,    0.0,-9999.0,-9999.0
2016,03,15,    7.6,    2.2,   11.9,-9999.0,-9999.0
2016,03,16,    7.8,-9999.0,    0.0,-9999.0,-9999.0
2016,03,17,    7.0,   -1.9,    0.0,-9999.0,-9999.0
2016,03,18,   11.1,   -2.4,    0.0,-9999.0,-9999.0
2016,03,19,-9999.0,    3.0,   17.0,-9999.0,-9999.0
2016,03,20,-9999.0,-9999.0,    1.0,-9999.0,-9999.0
2016,03,21,   11.1,    0.5,    0.0,-9999.0,-9999.0
2016,03,22,   15.3,    3.6,    0.0,-9999.0,-9999.0
2016,03,23,   19.1,-9999.0,-9999.0,-9999.0,-9999.0
2016,03,24,   18.9,-9999.0,    3.0,-9999.0,-9999.0
2016,03,25,   13.7,-9999.0,    6.1,-9999.0,-9999.0
2016,03,26,   10.2,-9999.0,    7.9,-9999.0,-9999.0
2016,03,27,    6.3,    1.6,    8.9,-9999.0,-9999.0
2016,03,28,    6.2,-9999.0,    0.0,-9999.0,-9999.0
2016,03,29,    9.9,   -1.5,    0.0,-9999.0,-9999.0
2016,03,30,   14.9,    1.6,    0.0,-9999.0,-9999.0
2016,03,31,   17.6,    3.3,    0.0,-9999.0,-9999.0
2016,04,01,   21.1,    3.6,    0.0,-9999.0,-9999.0
2016,04,02,   21.6,    6.6,    0.0,-9999.0,-9999.0
2016,04,03,   18.2,-9999.0,    0.0,-9999.0,-9999.0
2016,04,04,   19.6,    2.8,    0.0,-9999.0,-9999.0
2016,04,05,-9999.0,    3.6,    0.0,-9999.0,-9999.0
2016,04,06,   23.8,    6.3,    0.0,-9999.0,-9999.0
2016,04,07,   25.5,    7.6,    0.0,-9999.0,-9999.0
2016,04,08,   23.6,-9999.0,-9999.0,-9999.0,-9999.0
2016,04,09,   25.2,    9.3,    0.0,-9999.0,-9999.0
2016,04,10,   20.2,-9999.0,    2.8,-9999.0,-9999.0
2016,04,11,   20.0,    8.1,    0.5,-9999.0,-9999.0
2016,04,12,   16.5,-9999.0,    0.0,-9999.0,-9999.0
2016,04,13,   19.1,    7.4,    0.5,-9999.0,-9999.0
2016,04,14,   21.0,    7.4,    0.0,-9999.0,-9999.0
2016,04,15,   22.5,    8.4,    1.5,-9999.0,-9999.0
2016,04,16,   21.2,    5.6,    4.6,-9999.0,-9999.0
2016,04,17,   24.3,    5.6,    0.0,-9999.0,-9999.0
2016,04,18,   25.9,    7.3,    0.0,-9999.0,-9999.0
2016,04,19,   27.4,    9.4,    0.0,-9999.0,-9999.0
2016,04,20,   28.2,   10.3,    0.0,-9999.0,-9999.0
2016,04,21,   13.9,-9999.0,    0.0,-9999.0,-9999.0
2016,04,22,   18.4,    0.5,    0.0,-9999.0,-9999.0
2016,04,23,   23.1,    4.6,    0.0,-9999.0,-9999.0
2016,04,24,   24.1,   11.7,    0.0,-9999.0,-9999.0
2016,04,25,   18.1,-9999.0,    0.0,-9999.0,-9999.0
2016,04,26,   18.7,    6.0,    4.1,-9999.0,-9999.0
2016,04,27,   15.9,    5.4,    5.1,-9999.0,-9999.0
2016,04,28,-9999.0,    3.6,    0.0,-9999.0,-9999.0
2016,04,29,   20.8,    6.0,    0.0,-9999.0,-9999.0
2016,04,30,   21.0,-9999.0,-9999.0,-9999.0,-9999.0
2016,05,01,   22.5,    7.4,    0.0,-9999.0,-9999.0
2016,05,02,   24.0,    9.5,    0.0,-9999.0,-9999.0
2016,05,03,   25.2,-9999.0,    0.0,-9999.0,-9999.0
2016,05,04,   15.9,    7.2,   10.7,-9999.0,-9999.0
2016,05,05,   16.1,    7.7,    1.5,-9999.0,-9999.0
2016,05,06,   13.7,    8.3,    2.3,-9999.0,-9999.0
2016,05,07,   16.9,-9999.0,    2.0,-9999.0,-9999.0
2016,05,08,   20.8,    7.1,    0.0,-9999.0,-9999.0
2016,05,09,   22.7,    7.5,    0.0,-9999.0,-9999.0
2016,05,10,   20.2,-9999.0,    1.5,-9999.0,-9999.0
2016,05,11,   19.9,    6.0,    5.1,-9999.0,-9999.0
2016,05,12,-9999.0,    8.1,    0.0,-9999.0,-9999.0
2016,05,13,   27.0,   14.8,    0.3,-9999.0,-9999.0
2016,05,14,   24.5,   12.4,    1.0,-9999.0,-9999.0
2016,05,15,   25.4,-9999.0,    0.0,-9999.0,-9999.0
2016,05,16,   22.8,   12.0,    6.6,-9999.0,-9999.0
2016,05,17,   24.7,   10.2,    0.0,-9999.0,-9999.0
2016,05,18,   21.3,-9999.0,    0.0,-9999.0,-9999.0
2016,05,19,   19.1,    7.4,    5.8,-9999.0,-9999.0
2016,05,20,   21.1,    7.1,    0.0,-9999.0,-9999.0
2016,05,21,   24.1,   10.0,    0.0,-9999.0,-9999.0
2016,05,22,   21.4,-9999.0,    0.0,-9999.0,-9999.0
2016,05,23,   15.5,-9999.0,   10.9,-9999.0,-9999.0
2016,05,24,   20.4,    8.9,    2.0,-9999.0,-9999.0
2016,05,25,   21.6,    9.5,    0.0,-9999.0,-9999.0
2016,05,26,   19.1,    7.6,    0.5,-9999.0,-9999.0
2016,05,27,   20.7,    8.5,    0.0,-9999.0,-9999.0
2016,05,28,   17.5,   11.9,    0.0,-9999.0,-9999.0
2016,05,29,   20.5,    9.8,    0.0,-9999.0,-9999.0
2016,05,30,   26.1,    9.3,    0.0,-9999.0,-9999.0
2016,05,31,   29.3,   13.4,    0.5,-9999.0,-9999.0
2016,06,01,   28.1,   13.8,    9.7,-9999.0,-9999.0
2016,06,02,   29.2,   13.6,    0.0,-9999.0,-9999.0
2016,06,03,   29.0,   14.0,    0.5,-9999.0,-9999.0
2016,06,04,   25.1,   13.1,    0.0,-9999.0,-9999.0
2016,06,05,   24.4,   11.5,    0.0,-9999.0,-9999.0
2016,06,06,   25.7,   11.7,    0.3,-9999.0,-9999.0
2016,06,07,-9999.0,   11.9,    0.0,-9999.0,-9999.0
2016,06,08,   16.4,-9999.0,    4.1,-9999.0,-9999.0
2016,06,09,   19.9,   10.2,    0.5,-9999.0,-9999.0
2016,06,10,   24.3,    9.2,    0.0,-9999.0,-9999.0
2016,06,11,   26.9,   11.1,    0.0,-9999.0,-9999.0
2016,06,12,   28.6,   12.7,    0.0,-9999.0,-9999.0
2016,06,13,   30.8,   13.7,    0.0,-9999.0,-9999.0
2016,06,14,   26.0,-9999.0,    2.0,-9999.0,-9999.0
2016,06,15,   25.0,   13.9,    0.0,-9999.0,-9999.0
2016,06,16,   28.5,   12.3,    0.0,-9999.0,-9999.0
2016,06,17,   30.5,   12.7,    0.0,-9999.0,-9999.0
2016,06,18,   30.3,   14.7,    0.0,-9999.0,-9999.0
2016,06,19,   32.4,   16.1,    0.0,-9999.0,-9999.0
2016,06,20,   33.7,   17.9,    0.0,-9999.0,-9999.0
2016,06,21,   33.3,   18.1,    0.0,-9999.0,-9999.0
2016,06,22,   34.0,   17.7,    0.0,-9999.0,-9999.0
2016,06,23,   34.0,   18.1,    0.0,-9999.0,-9999.0
2016,06,24,   33.3,   19.9,    0.0,-9999.0,-9999.0
2016,06,25,   32.0,   18.2,    0.0,-9999.0,-9999.0
2016,06,26,   34.7,   19.5,    0.0,-9999.0,-9999.0
2016,06,27,   36.9,-9999.0,    0.0,-9999.0,-9999.0
2016,06,28,   30.5,   17.9,    0.0,-9999.0,-9999.0
2016,06,29,   28.8,-9999.0,    4.1,-9999.0,-9999.0
2016,06,30,   28.2,   15.9,    0.5,-9999.0,-9999.0
2016,07,01,   28.3,   17.1,    0.0,-9999.0,-9999.0
2016,07,02,   32.4,   15.5,    0.0,-9999.0,-9999.0
2016,07,03,   31.6,   17.2,-9999.0,-9999.0,-9999.0
2016,07,04,   30.6,   17.9,    0.0,-9999.0,-9999.0
2016,07,05,   30.8,   16.2,    0.0,-9999.0,-9999.0
2016,07,06,   30.6,   17.3,    0.0,-9999.0,-9999.0
2016,07,07,   31.3,   18.0,    0.0,-9999.0,-9999.0
2016,07,08,   28.6,-9999.0,    0.0,-9999.0,-9999.0
2016,07,09,   28.0,   12.7,    0.0,-9999.0,-9999.0
2016,07,10,   29.8,   14.7,    0.0,-9999.0,-9999.0
2016,07,11,   28.6,   13.5,    0.0,-9999.0,-9999.0
2016,07,12,   30.7,   16.1,    0.0,-9999.0,-9999.0
2016,07,13,   34.3,   15.9,    0.0,-9999.0,-9999.0
2016,07,14,   35.3,   18.2,    0.0,-9999.0,-9999.0
2016,07,15,   36.3,   18.8,    0.0,-9999.0,-9999.0
2016,07,16,   38.1,   19.7,    0.0,-9999.0,-9999.0
2016,07,17,   38.1,   22.2,    0.0,-9999.0,-9999.0
2016,07,18,   37.3,-9999.0,    0.0,-9999.0,-9999.0
2016,07,19,   31.4,-9999.0,    0.0,-9999.0,-9999.0
2016,07,20,   30.4,   18.5,    0.0,-9999.0,-9999.0
2016,07,21,   29.9,   18.8,    0.0,-9999.0,-9999.0
2016,07,22,   30.5,   16.8,-9999.0,-9999.0,-9999.0
2016,07,23,   31.8,   15.9,    0.0,-9999.0,-9999.0
2016,07,24,   30.1,   15.8,    0.0,-9999.0,-9999.0
2016,07,25,   30.0,   14.5,    0.0,-9999.0,-9999.0
